C,1,0.4068,-0.3506,1,1,0,0,0.8748,-0.6649
C,0,-0.3781,-0.3506,2,1,0,1,-0.7055,-0.6906
C,0,-0.3594,-0.3506,2,1,0,0,-0.7409,-0.6912
C,0,-0.3781,0.1333,2,1,0,1,-0.741,-0.6912
S,1,-0.3033,-0.3506,1,1,0,0,0.8168,-0.6658
S,1,-0.1351,-0.3506,1,0,0,0,0.563,-0.6699
C,2,-0.3781,-0.3506,1,0,0,1,-0.2199,-0.6827
S,1,1.1917,-0.3506,1,0,0,1,0.6312,-0.6688
S,1,1.1917,-0.3506,1,0,0,0,-0.2827,-0.6837
C,1,-0.322,-0.3506,1,1,0,1,0.1409,-0.6768
N,3,-0.3594,-0.1087,1,0,0,1,0.4798,-0.6713
C,1,-0.3033,-0.3506,1,1,0,1,1.6669,-0.652
C,1,-0.3033,-0.3506,1,1,0,0,0.4111,-0.6724
C,0,-0.3033,-0.1087,1,1,0,1,-0.0828,-0.6804
S,1,-0.1351,-0.3506,1,0,0,0,2.6806,-0.6355
C,1,-0.3781,-0.3506,1,1,0,1,0.4032,-0.6725
S,2,2.6493,-0.3506,1,0,0,1,0.1409,-0.6768
C,0,-0.1912,0.6172,1,1,0,1,0.6031,-0.6693
S,0,-0.3407,-0.1087,1,0,0,1,-0.0828,-0.6804
C,0,-0.3594,-0.1087,3,1,0,1,0.3897,-0.6728
S,3,0.1452,-0.3506,1,0,0,1,0.1384,-0.6768
S,1,-0.3781,-0.3506,1,1,0,1,-0.1883,-0.6822
S,3,0.1452,-0.3506,1,0,0,0,1.7001,-0.6514
S,1,-0.3033,-0.3506,1,0,0,0,0.8748,-0.6649
S,3,0.1452,-0.3506,1,0,0,1,-0.2856,-0.6837
S,1,-0.1912,-0.3506,1,0,0,0,0.8748,-0.6649
S,3,0.1452,-0.3506,1,0,0,0,-0.6689,-0.69
S,1,-0.2846,-0.3506,1,0,0,1,0.4279,-0.6721
S,1,-0.2286,-0.3506,1,0,0,1,0.4279,-0.6721
C,0,-0.3594,-0.3506,1,1,0,1,1.2833,-0.6582
S,3,-0.322,-0.3506,1,0,0,1,2.2877,-0.6419
S,1,-0.3781,-0.1087,1,0,0,1,-0.7157,-0.6907
S,3,0.1452,-0.3506,1,0,0,1,0.5727,-0.6698
N,1,-0.3781,-0.1087,1,0,0,0,-0.0925,-0.6806
C,0,-0.3781,-0.3506,1,0,0,1,1.2833,-0.6582
S,3,-0.322,-0.3506,1,0,0,1,0.3004,-0.6742
S,1,-0.2286,-0.3506,1,0,0,1,1.8705,-0.6487
S,0,-0.2846,0.6172,1,0,1,1,-0.7401,-0.6911
S,0,-0.3033,0.8592,1,0,1,1,-0.7401,-0.6911
C,3,0.3881,-0.3506,1,1,0,1,-0.6954,-0.6904
S,2,-0.322,0.1333,1,0,0,1,1.7401,-0.6508
S,0,-0.2286,0.8592,1,0,1,1,-0.7401,-0.6911
S,1,1.1917,-0.3506,1,0,0,0,0.1755,-0.6762
S,2,-0.3407,-0.3506,1,1,0,1,-0.6891,-0.6903
S,0,-0.3781,-0.3506,2,0,0,1,-0.7157,-0.6907
N,1,-0.3594,-0.3506,1,1,0,0,-0.4087,-0.6858
S,1,0.4629,-0.3506,1,0,0,1,0.0129,-0.6789
N,1,-0.0604,-0.3506,1,0,0,0,1.1703,-0.6601
S,0,0.1265,3.037,1,1,0,1,-0.6199,-0.6892
S,0,-0.322,-0.1087,2,0,1,1,-0.7412,-0.6912
S,2,-0.3407,-0.1087,1,1,0,1,1.6643,-0.652
S,1,-0.2099,-0.3506,1,0,0,1,-0.5165,-0.6875
S,1,-0.2099,-0.3506,1,0,0,1,-0.6623,-0.6899
S,1,-0.2099,-0.3506,1,0,0,1,-0.6001,-0.6889
S,1,-0.2099,-0.3506,1,0,1,1,-0.703,-0.6905
S,0,-0.2099,-0.1087,1,0,0,1,-0.673,-0.6901
S,1,5.9383,-0.3506,1,0,0,1,-0.7272,-0.6909
N,0,-0.322,-0.1087,1,0,0,1,2.6259,-0.6364
S,1,-0.2286,-0.3506,1,0,0,0,-0.5658,-0.6883
C,0,-0.3781,-0.3506,3,0,0,1,-0.7241,-0.6909
N,0,-0.3407,-0.1087,1,0,0,1,2.6259,-0.6364
N,0,-0.3594,0.1333,1,0,0,1,2.6259,-0.6364
S,0,-0.3594,-0.3506,2,0,1,1,-0.7357,-0.6911
C,0,-0.3594,-0.3506,1,1,0,1,-0.673,-0.6901
C,0,-0.266,0.3753,1,1,0,1,-0.7288,-0.691
C,1,-0.266,-0.3506,1,1,0,0,-0.2354,-0.6829
N,0,-0.3781,-0.3506,2,0,0,1,-0.0828,-0.6804
S,1,5.9383,-0.3506,1,0,0,1,0.5296,-0.6705
S,0,0.0517,0.8592,1,1,1,1,-0.7081,-0.6906
C,0,-0.3407,0.1333,1,1,1,1,-0.7408,-0.6912
C,0,-0.3781,-0.3506,1,1,0,0,-0.6937,-0.6904
S,1,-0.322,-0.3506,2,0,0,1,1.1701,-0.6601
N,0,-0.3781,-0.1087,2,0,0,1,1.9705,-0.647
N,1,-0.3594,-0.3506,1,0,0,1,1.9705,-0.647
N,1,0.5376,-0.3506,1,0,0,1,3.0965,-0.6287
N,1,-0.3781,-0.1087,1,0,0,1,-0.4705,-0.6868
N,0,0.7058,5.6987,1,0,1,1,-0.7189,-0.6908
N,1,-0.2473,-0.3506,1,0,0,0,1.1451,-0.6605
N,0,-0.3594,-0.1087,1,0,0,1,-0.3692,-0.6851
N,1,1.2851,-0.3506,2,0,0,1,0.3115,-0.674
N,1,-0.2846,6.1826,2,0,0,1,-0.4316,-0.6861
N,1,0.1825,-0.3506,1,0,0,1,-0.7279,-0.6909
N,0,2.7614,0.6172,1,1,0,1,1.0049,-0.6627
N,0,0.1825,3.037,1,0,0,1,-0.2611,-0.6833
N,1,0.033,-0.3506,1,0,0,0,-0.6665,-0.6899
N,0,-0.3594,-0.3506,1,1,0,1,-0.652,-0.6897
N,3,0.9861,-0.3506,1,0,0,1,-0.6628,-0.6899
N,0,-0.3407,-0.3506,1,1,0,1,-0.7352,-0.6911
N,0,-0.266,-0.3506,1,0,0,1,-0.2915,-0.6838
N,0,-0.2099,-0.1087,1,0,0,1,-0.6729,-0.6901
N,0,-0.322,-0.3506,7,0,0,1,2.0274,-0.6461
